"id","ts","min","max","avg","sum","cnt"
294,"2018-06-27 22:00:00",0,4725,37,15032,398
290,"2018-06-27 18:00:00",0,8072,48,30211,618
285,"2018-06-27 13:00:00",0,2536,35,28774,811
286,"2018-06-27 14:00:00",0,2065,24,20081,825
289,"2018-06-27 17:00:00",0,44909,249,188211,754
291,"2018-06-27 19:00:00",0,29342,109,70325,645
292,"2018-06-27 20:00:00",0,9123,67,48228,713
297,"2018-06-28 01:00:00",0,4320,63,31286,489
295,"2018-06-27 23:00:00",0,8049,81,35081,431
296,"2018-06-28 00:00:00",0,6139,53,25857,482
298,"2018-06-28 02:00:00",0,16999,86,30164,349
299,"2018-06-28 03:00:00",0,1354,35,16045,457
300,"2018-06-28 04:00:00",0,6628,36,21063,572
301,"2018-06-28 05:00:00",0,14656,68,52787,769
302,"2018-06-28 06:00:00",0,5546,42,26723,624
303,"2018-06-28 07:00:00",0,59722,150,89565,594
320,"2018-06-29 00:00:00",0,3003,16,17537,1081
318,"2018-06-28 22:00:00",0,1278,9,10917,1170
365,"2018-06-30 21:00:00",0,42983,94,134037,1412
345,"2018-06-30 01:00:00",0,3445,25,22378,878
327,"2018-06-29 07:00:00",0,13757,48,66422,1366
330,"2018-06-29 10:00:00",0,13384,57,62641,1082
316,"2018-06-28 20:00:00",0,15781,20,40449,1978
324,"2018-06-29 04:00:00",0,2757,21,27492,1275
341,"2018-06-29 21:00:00",0,5980,39,38976,981
335,"2018-06-29 15:00:00",0,183581,384,482420,1255
311,"2018-06-28 15:00:00",0,3588,31,49446,1562
304,"2018-06-28 08:00:00",0,3765,44,34020,764
348,"2018-06-30 04:00:00",0,9563,40,31434,782
308,"2018-06-28 12:00:00",0,62870,219,220044,1002
352,"2018-06-30 08:00:00",0,1582,21,19965,926
334,"2018-06-29 14:00:00",0,29416,55,61260,1107
314,"2018-06-28 18:00:00",0,6418,34,45812,1341
342,"2018-06-29 22:00:00",0,29076,79,77376,970
326,"2018-06-29 06:00:00",0,13244,24,33528,1357
357,"2018-06-30 13:00:00",0,15015,47,52453,1102
356,"2018-06-30 12:00:00",0,3426,36,31957,878
321,"2018-06-29 01:00:00",0,1690,22,25051,1110
305,"2018-06-28 09:00:00",0,5997,37,21243,563
329,"2018-06-29 09:00:00",0,4129,35,46762,1299
333,"2018-06-29 13:00:00",0,9827,62,80688,1294
319,"2018-06-28 23:00:00",0,1401,18,21247,1166
309,"2018-06-28 13:00:00",0,13718,25,32447,1280
323,"2018-06-29 03:00:00",0,8215,32,43988,1374
312,"2018-06-28 16:00:00",0,9019,17,28372,1664
317,"2018-06-28 21:00:00",0,30663,37,47530,1281
343,"2018-06-29 23:00:00",0,3519,26,22876,865
355,"2018-06-30 11:00:00",0,3714,18,18547,978
306,"2018-06-28 10:00:00",0,29349,80,68138,849
346,"2018-06-30 02:00:00",0,6754,57,47901,837
358,"2018-06-30 14:00:00",0,2961,25,25383,988
362,"2018-06-30 18:00:00",0,5659,21,27077,1257
315,"2018-06-28 19:00:00",0,10702,26,36582,1398
332,"2018-06-29 12:00:00",0,2293,26,31844,1201
328,"2018-06-29 08:00:00",0,3854,17,28435,1660
325,"2018-06-29 05:00:00",0,2802,17,23202,1306
344,"2018-06-30 00:00:00",0,6624,39,32865,833
310,"2018-06-28 14:00:00",0,1478,14,18606,1300
349,"2018-06-30 05:00:00",0,3328,24,23871,965
354,"2018-06-30 10:00:00",0,14322,33,62529,1869
351,"2018-06-30 07:00:00",0,8748,10,34336,3372
307,"2018-06-28 11:00:00",0,1357,20,17557,857
313,"2018-06-28 17:00:00",0,4017,19,24339,1265
359,"2018-06-30 15:00:00",0,3317,26,38706,1453
347,"2018-06-30 03:00:00",0,2048,11,15682,1390
331,"2018-06-29 11:00:00",0,2495,24,26096,1066
322,"2018-06-29 02:00:00",0,1089,25,32493,1289
364,"2018-06-30 20:00:00",0,2829,19,22692,1136
353,"2018-06-30 09:00:00",0,2943,19,29630,1507
338,"2018-06-29 18:00:00",0,4012,44,49161,1107
337,"2018-06-29 17:00:00",0,3734,38,38773,997
339,"2018-06-29 19:00:00",0,7137,31,36367,1152
360,"2018-06-30 16:00:00",0,30479,63,61247,961
336,"2018-06-29 16:00:00",0,28206,109,112193,1020
340,"2018-06-29 20:00:00",0,12861,71,76698,1073
350,"2018-06-30 06:00:00",0,16188,12,43142,3363
363,"2018-06-30 19:00:00",0,2743,24,27219,1102
361,"2018-06-30 17:00:00",0,13510,41,42400,1014
367,"2018-06-30 23:00:00",0,1329,18,20481,1086
366,"2018-06-30 22:00:00",0,4138,21,24166,1144
446,"2018-07-04 06:00:00",0,6950,23,38076,1612
400,"2018-07-02 08:00:00",0,130506,259,194591,751
424,"2018-07-03 08:00:00",0,15427,78,143160,1831
413,"2018-07-02 21:00:00",0,6325,39,45897,1158
370,"2018-07-01 02:00:00",0,1507,20,20838,1016
379,"2018-07-01 11:00:00",0,8213,49,37520,759
374,"2018-07-01 06:00:00",0,15005,29,39276,1332
386,"2018-07-01 18:00:00",0,7164,74,54493,727
368,"2018-07-01 00:00:00",0,1833,17,17548,1015
401,"2018-07-02 09:00:00",0,12565,51,44688,873
415,"2018-07-02 23:00:00",0,2568,18,22389,1181
402,"2018-07-02 10:00:00",0,5038,32,25947,804
380,"2018-07-01 12:00:00",0,2707,46,27379,594
403,"2018-07-02 11:00:00",0,13386,41,37467,901
371,"2018-07-01 03:00:00",0,3985,25,26926,1041
375,"2018-07-01 07:00:00",0,1821,41,20733,502
387,"2018-07-01 19:00:00",0,15172,76,55343,724
404,"2018-07-02 12:00:00",0,8110,53,48583,916
388,"2018-07-01 20:00:00",0,30794,88,71174,807
381,"2018-07-01 13:00:00",0,5849,58,38080,656
376,"2018-07-01 08:00:00",0,29946,93,48171,516
372,"2018-07-01 04:00:00",0,3872,31,34301,1086
405,"2018-07-02 13:00:00",0,5613,94,70487,742
369,"2018-07-01 01:00:00",0,2273,21,25233,1174
382,"2018-07-01 14:00:00",0,41993,270,171718,634
448,"2018-07-04 08:00:00",0,8224,34,37632,1097
447,"2018-07-04 07:00:00",0,1484,6,21580,3159
389,"2018-07-01 21:00:00",0,1462,14,51718,3477
427,"2018-07-03 11:00:00",0,12355,111,158261,1416
406,"2018-07-02 14:00:00",0,37642,79,62603,783
377,"2018-07-01 09:00:00",0,14995,83,54089,651
373,"2018-07-01 05:00:00",0,80278,180,198973,1102
383,"2018-07-01 15:00:00",0,17959,120,94359,782
390,"2018-07-01 22:00:00",0,23187,98,101403,1027
417,"2018-07-03 01:00:00",0,29988,69,64608,928
378,"2018-07-01 10:00:00",0,7823,67,33998,503
391,"2018-07-01 23:00:00",0,2500,34,19340,560
411,"2018-07-02 19:00:00",0,3137,33,24217,720
384,"2018-07-01 16:00:00",0,5374,40,30740,759
392,"2018-07-02 00:00:00",0,1178,41,22465,536
431,"2018-07-03 15:00:00",0,9206,25,26507,1051
407,"2018-07-02 15:00:00",0,5905,53,37867,708
430,"2018-07-03 14:00:00",0,16181,39,48616,1220
393,"2018-07-02 01:00:00",0,5836,39,18803,481
385,"2018-07-01 17:00:00",0,30110,87,68883,785
425,"2018-07-03 09:00:00",0,15015,28,38754,1368
394,"2018-07-02 02:00:00",0,3494,22,21274,967
445,"2018-07-04 05:00:00",0,14641,56,48278,861
442,"2018-07-04 02:00:00",0,13956,40,30257,741
432,"2018-07-03 16:00:00",0,28236,70,73436,1043
429,"2018-07-03 13:00:00",0,3294,22,34799,1514
395,"2018-07-02 03:00:00",0,11776,8,44794,5545
396,"2018-07-02 04:00:00",0,2539,39,23443,595
408,"2018-07-02 16:00:00",0,5113,39,27315,685
414,"2018-07-02 22:00:00",0,11008,26,26057,969
397,"2018-07-02 05:00:00",0,3078,19,23396,1173
436,"2018-07-03 20:00:00",0,14385,45,48196,1067
412,"2018-07-02 20:00:00",0,5749,38,38451,1002
398,"2018-07-02 06:00:00",0,7267,64,42730,664
399,"2018-07-02 07:00:00",0,22179,50,56725,1126
443,"2018-07-04 03:00:00",0,8058,46,34255,737
435,"2018-07-03 19:00:00",0,14387,27,32591,1183
409,"2018-07-02 17:00:00",0,6603,68,50137,731
421,"2018-07-03 05:00:00",0,3554,20,24313,1183
416,"2018-07-03 00:00:00",0,2325,22,22917,1028
420,"2018-07-03 04:00:00",0,15991,48,53749,1104
422,"2018-07-03 06:00:00",0,1362,19,24523,1246
419,"2018-07-03 03:00:00",0,4084,21,24670,1164
426,"2018-07-03 10:00:00",0,29976,84,112418,1335
410,"2018-07-02 18:00:00",0,5881,41,29416,708
433,"2018-07-03 17:00:00",0,8646,35,39325,1111
423,"2018-07-03 07:00:00",0,11015,55,75363,1370
418,"2018-07-03 02:00:00",0,29332,53,57161,1060
428,"2018-07-03 12:00:00",0,2645,19,25265,1305
444,"2018-07-04 04:00:00",0,15317,54,44323,808
437,"2018-07-03 21:00:00",0,4077,23,28553,1205
440,"2018-07-04 00:00:00",0,3392,28,22589,797
439,"2018-07-03 23:00:00",0,12695,56,47852,850
441,"2018-07-04 01:00:00",0,14647,57,38470,671
434,"2018-07-03 18:00:00",0,29373,61,69476,1128
459,"2018-07-04 19:00:00",0,2069,12,13086,1057
456,"2018-07-04 16:00:00",0,49606,80,80101,998
438,"2018-07-03 22:00:00",0,5721,20,18830,904
457,"2018-07-04 17:00:00",0,2522,16,21627,1277
455,"2018-07-04 15:00:00",0,3818,27,28533,1028
454,"2018-07-04 14:00:00",0,4979,26,25909,985
452,"2018-07-04 12:00:00",0,4960,25,26396,1035
450,"2018-07-04 10:00:00",0,29325,102,107260,1047
449,"2018-07-04 09:00:00",0,12995,46,57629,1241
453,"2018-07-04 13:00:00",0,25995,85,77288,902
451,"2018-07-04 11:00:00",0,12896,53,56159,1045
458,"2018-07-04 18:00:00",0,2902,23,30589,1283
463,"2018-07-04 23:00:00",0,1584,20,14865,737
460,"2018-07-04 20:00:00",0,6908,37,41176,1106
461,"2018-07-04 21:00:00",0,3792,34,35236,1010
462,"2018-07-04 22:00:00",0,2748,17,15044,856
467,"2018-07-05 03:00:00",0,4666,14,21449,1504
464,"2018-07-05 00:00:00",0,3460,23,21622,921
465,"2018-07-05 01:00:00",0,3197,35,47260,1323
466,"2018-07-05 02:00:00",0,8824,9,26207,2799
468,"2018-07-05 04:00:00",0,11383,10,39114,3823
479,"2018-07-05 15:00:00",0,7264,20,24991,1210
537,"2018-07-08 01:00:00",0,5349,7,31295,4230
552,"2018-07-08 16:00:00",0,7013,28,40167,1399
496,"2018-07-06 08:00:00",0,2276,20,21124,1040
542,"2018-07-08 06:00:00",0,1624,5,24905,4221
508,"2018-07-06 20:00:00",0,4644,64,39772,621
486,"2018-07-05 22:00:00",0,15774,73,81120,1098
476,"2018-07-05 12:00:00",0,15762,34,42920,1237
550,"2018-07-08 14:00:00",0,155312,437,218495,499
539,"2018-07-08 03:00:00",0,2493,58,26711,457
516,"2018-07-07 04:00:00",0,5097,118,55090,463
473,"2018-07-05 09:00:00",0,17285,59,76224,1280
503,"2018-07-06 15:00:00",0,18267,31,38188,1219
470,"2018-07-05 06:00:00",0,731649,704,814568,1157
481,"2018-07-05 17:00:00",0,13704,18,29351,1592
492,"2018-07-06 04:00:00",0,15373,130,144779,1112
